img_name,p,r,f1,f2,conf,pred_cls,target_cls
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425637800_00890_jpg.rf.4e3226a45f7bf69e58918d8952b79b6b.jpg,[          1           0],[          1           0],[          1           0],[          1           0],[    0.73214],[          1],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_424992500_00388_jpg.rf.ec28701153afa1dd22f46920ffb9297f.jpg,[          1],[          1],[          1],[          1],[    0.30306],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_425503100_00066_jpg.rf.c80d682dcb624742ec4e67f3dfc73544.jpg,[          0],[          0],[          0],[          0],[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425008500_00677_jpg.rf.85e0f1a63299479dd07b5c5314f7beca.jpg,[          1],[          1],[          1],[          1],[    0.72174],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,[    0.33333     0.81057],[          1           1],[        0.5     0.89538],[    0.71429     0.95535],[    0.90212     0.72999     0.47315     0.40536     0.27072],[          1           1           1           9           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425005700_00442_jpg.rf.ef12f267a48c4fae4160ff0ff6c1cd07.jpg,[          1],[          1],[          1],[          1],[    0.48739],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,[          0],[          0],[          0],[          0],[    0.71605     0.63676     0.57553     0.35988     0.27721     0.26601],[          3           4           3           4           3           3],[          0           0]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_4401440300_00347_jpg.rf.ff9406713a4ed5507b002d4ce5f72e52.jpg,[          0],[          0],[          0],[          0],[],[],[          8           8           8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,[          1],[          1],[          1],[          1],[    0.82734],[          7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_07_4404374100_01265_jpg.rf.7c0ea7dc6275568c84f63ffd923f5c66.jpg,[          0],[          0],[          0],[          0],[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,[          1           1],[          1           1],[          1           1],[          1           1],[    0.52873     0.36036],[          1           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,[          1],[          1],[          1],[          1],[    0.35113],[          1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,[          0],[          0],[          0],[          0],[    0.44514],[          3],[          2           2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_4406743300_00468_jpg.rf.3298d91af6c8c83868684ff0feb87c36.jpg,[          0],[          0],[          0],[          0],[    0.28816     0.26433],[          6           6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_07_4406645900_00730_jpg.rf.68f3b77d92761bf22a8e39c9837cbacd.jpg,[          1],[          1],[          1],[          1],[    0.27208],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_4403715000_00003_jpg.rf.8fd599665109faa6025da5f5d7de01b0.jpg,[          0],[          0],[          0],[          0],[    0.63115     0.36776      0.3138     0.30187],[          0           0           0           0],[          5]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,[        0.5],[          1],[    0.66667],[    0.83333],[     0.5908     0.58175],[          3           3],[          3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,[          1],[          1],[          1],[          1],[    0.77695],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,[       0.25],[        0.5],[    0.33333],[    0.41667],[    0.55216      0.3716      0.3084     0.28529],[          3           3           3           3],[          3           3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425637500_00653_jpg.rf.269078f5716d0f1c7eb7259f891ec266.jpg,[          1         0.5],[          1           1],[          1     0.66667],[          1     0.83333],[    0.45578     0.32873     0.31102],[          1           9           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_05_425505500_00053_jpg.rf.bcd8bcf9d6074b0fab4f2b095510420f.jpg,[    0.33333         0.5],[          1           1],[        0.5     0.66667],[    0.71429     0.83333],[    0.90017     0.49688     0.31202     0.28176     0.28121],[          1           1           1           9           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_425391000_00491_jpg.rf.f28eeb3c2ee29652d34f681582fdf627.jpg,[          0],[          0],[          0],[          0],[],[],[          3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_3403398500_01173_jpg.rf.3de8052bffb9ec5bcee37699641630ec.jpg,[          1],[          1],[          1],[          1],[    0.69653],[          4],[          4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_07_4404893900_00568_jpg.rf.791dce27a30eb631f2acb54d52681b5c.jpg,[          0],[          0],[          0],[          0],[    0.32604     0.25475],[          6           9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_4406562900_00002_jpg.rf.bda7ab14f0be7131f2b4d3a02af2c1df.jpg,[          0           1           0           0],[          0           1           0           0],[          0           1           0           0],[          0           1           0           0],[     0.4837     0.27512],[          4           8],[          4           1           8           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425005700_00406_jpg.rf.3d18020876f46e3b235c9c2b79c7c0a6.jpg,[          1],[          1],[          1],[          1],[    0.35132],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_4406645900_00001_jpg.rf.fef25d6e5e72505390955126bb6c5844.jpg,[          1           0],[          1           0],[          1           0],[          1           0],[    0.64037],[          4],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_424992300_00206_jpg.rf.db57f94ddc87cd8c8d31d86134bfe8b5.jpg,[    0.95831],[          1],[    0.97871],[    0.99137],[    0.86245     0.25523],[          8           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_SIS001540_00786_jpg.rf.9639d974e6cd04fcfbe0ca3a847c2c23.jpg,[          1],[          1],[          1],[          1],[    0.52358],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_425644600_00006_jpg.rf.feb60eafb5ebdef584a26d874345da58.jpg,[          0],[          0],[          0],[          0],[     0.2938],[          4],[          2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_424992300_00514_jpg.rf.b1eee4d04fd6d8ce8f6ad7cac1a91c98.jpg,[          0           1],[          0           1],[          0           1],[          0           1],[    0.67013],[          8],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425008500_00104_jpg.rf.32e3c393304c5bd5dd58d6f5c54b11b2.jpg,[          1],[          1],[          1],[          1],[    0.54961],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_07_424714400_00009_jpg.rf.b093d048d4dd9a68725899c42f343812.jpg,[          0],[          0],[          0],[          0],[    0.47371     0.41958     0.32455     0.31599     0.28164],[          6           6           6           6           6],[          6           6           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_3403396800_01005_jpg.rf.089e7bcff1fe4ca0a5efcbb8ba1d31a3.jpg,[          1],[          1],[          1],[          1],[    0.55217],[          4],[          4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425614600_00001_jpg.rf.d08146824f2f274a835da26023733959.jpg,[    0.87213],[          1],[     0.9317],[    0.97151],[    0.44929      0.2503],[          9           9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_02_436164300_01201_jpg.rf.85573a21edbf1fa649474a2d02b1f985.jpg,[          1],[          1],[          1],[          1],[    0.47241],[          9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_02_3436813700_00329_jpg.rf.6b0f3214e509051d3f663785b72f9977.jpg,[          1],[          1],[          1],[          1],[    0.76325],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_436165200_00707_jpg.rf.c381097c20f217474d6a7055b68e42b5.jpg,[          1           1],[          1           1],[          1           1],[          1           1],[    0.76441     0.36458],[          4           9],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_436164700_01556_jpg.rf.f334be6da007856c550eea2733e6ddfb.jpg,[    0.87406],[          1],[     0.9328],[    0.97199],[    0.52373     0.32421],[          7           7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_07_4406645900_00618_jpg.rf.4728af3455c5277eb1fddbd3836acad8.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425243300_00542_jpg.rf.14bf99bd3ac913df040788581e0c88dc.jpg,[          1],[          1],[          1],[          1],[    0.30762],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_07_4406645900_00539_jpg.rf.5326b38415f2224b33d1177da2f08acc.jpg,[          0],[          0],[          0],[          0],[    0.25301],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_3403391400_01266_jpg.rf.80af5beb629c06713ab61361167a5fb1.jpg,[          1],[          1],[          1],[          1],[    0.34991],[          4],[          4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_05_4406645900_00121_jpg.rf.1436f27643598a147db9887106c187f6.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_4406645900_00492_jpg.rf.e7263b2fc93e67e0e539b5c351794ac4.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425508200_00364_jpg.rf.b7359501e11684697ea0179ee2d73c6a.jpg,[          0],[          0],[          0],[          0],[    0.28882     0.26287],[          6           6],[          2           2           2           2           2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_425505000_00050_jpg.rf.8dd309fffb6d54f06ca08a323ff8d674.jpg,[          1      0.8876],[          1           1],[          1     0.94045],[          1      0.9753],[    0.75857     0.52245     0.29567     0.28219],[          4           9           9           7],[          4           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_436153300_01008_jpg.rf.f63e360cafbe1d3c24a7003bf62e611c.jpg,[          1           1],[          1           1],[          1           1],[          1           1],[    0.74635     0.31534],[          4           9],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425241400_00039_jpg.rf.b8d9feafc1b8dd39b237b1fbe2f64c01.jpg,[          1],[          1],[          1],[          1],[    0.72825],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425508200_00033_jpg.rf.5fce67dd739986f4e810a69a3dbdd898.jpg,[          0],[          0],[          0],[          0],[],[],[          2           2           2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425391700_00189_jpg.rf.1a13221d07f68c02a79b1ad4271531b6.jpg,[          0],[          0],[          0],[          0],[    0.81358],[          3],[          3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_04_4406645900_00543_jpg.rf.ed669612518b5fdf164ffecd32e9ee20.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_425614600_00421_jpg.rf.2515be4bc918194d52817f85a91b1d76.jpg,[          1],[          1],[          1],[          1],[    0.56627],[          7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_425502300_01407_jpg.rf.373e002d051b7dffab2253e6395233ff.jpg,[    0.85714],[          1],[    0.92308],[    0.96774],[    0.41787     0.38012     0.37366      0.3584     0.35624     0.35603     0.30667],[          3           3           3           3           3           3           3],[          3           3           3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_04_425622400_00001_jpg.rf.1569615634dbd1da5eb39c062886d1b1.jpg,[          1           1],[          1           1],[          1           1],[          1           1],[    0.45645     0.38997],[          1           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_02_425503500_00017_jpg.rf.0e8d663c52ed2c69d593baf76af5b85a.jpg,[          1           1],[          1           1],[          1           1],[          1           1],[    0.64007     0.53983],[          4           9],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_02_425502300_00338_jpg.rf.e2b675b66d9467a731b1a879826eb4ab.jpg,[          0],[          0],[          0],[          0],[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_07_4402719500_00001_jpg.rf.22f073984ae35b05d1552fc55e648838.jpg,[          0],[          0],[          0],[          0],[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_425613800_00026_jpg.rf.9431cf66cf71bdcc8d00f4aa1397fc09.jpg,[          0],[          0],[          0],[          0],[],[],[          0]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425640100_00874_jpg.rf.60e0b0bf22233173d446c821485769f3.jpg,[          1           1],[          1           1],[          1           1],[          1           1],[    0.91475     0.28551],[          1           9],[          9           1]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425007600_00673_jpg.rf.9829fb414e6d963f8995480d2ab499b5.jpg,[          1     0.91708],[          0           1],[          0     0.95675],[          0     0.98224],[    0.64763     0.59289     0.33991],[          8           6           8],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425006600_00376_jpg.rf.72cd03df7d5dbe716a362ba631a7be7a.jpg,[          1],[          1],[          1],[          1],[    0.82886     0.31492],[          8           6],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_01_425005700_00377_jpg.rf.ad0227dd72c803e70f00c59f54aedf0a.jpg,[          1],[          1],[          1],[          1],[    0.64765],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_4404580600_00513_jpg.rf.13a229dfa7704d8aca630e341f2eee89.jpg,[          0],[          0],[          0],[          0],[    0.32061     0.30226],[          6           6],[          6           6           6           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_3436814000_00009_jpg.rf.def8ad57e2e2e27a4cc7872751aa9b60.jpg,[          1],[          1],[          1],[          1],[    0.26229],[          7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_SIS001540_00771_jpg.rf.c05779ebea02d856e4cd5a0abb7c888d.jpg,[    0.95776],[          1],[    0.97842],[    0.99126],[    0.87161     0.27041],[          8           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_02_425392300_00834_jpg.rf.0b128393fbd7d86c43aac9827542b5a8.jpg,[          0],[          0],[          0],[          0],[],[],[          2           2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_425622700_00002_jpg.rf.32ac3443018ededf38865b2563278ed9.jpg,[    0.66849],[          1],[    0.80131],[    0.90977],[    0.56607     0.52629     0.46243     0.38548     0.29569     0.27323],[          8           3           5           5           4           8],[          5]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_06_425502300_01397_jpg.rf.a60eabd84ddcc5a78530397551fb1962.jpg,[          1],[          1],[          1],[          1],[    0.61652     0.48981],[          3           3],[          3           3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_04_425380400_00732_jpg.rf.2724305c2310ce939118e9722a75a6a9.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_08_425639900_00613_jpg.rf.447c5c60c1227cd51220d96abf9cf5dc.jpg,[          0           0],[          0           0],[          0           0],[          0           0],[],[],[          2           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_03_425391800_00255_jpg.rf.97a06641064fcb5c4dfd11719bd13b31.jpg,[          0],[          0],[          0],[          0],[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_07_4406645900_00559_jpg.rf.03067aded65780c0d73f5e141c82a6d5.jpg,[          1],[          1],[          1],[          1],[    0.39241],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-25/test/images/img_04_425501800_00017_jpg.rf.812d82b38c0ed09113d87b40c7a5f262.jpg,[          1],[          1],[          1],[          1],[    0.65019     0.33518],[          1           9],[          1]
